character,ep_title,text
AMANDA,Journey to Babel,"Well, he, he did have a pet sehlat he was very fond of."
AMANDA,Journey to Babel,It's sort of a fat teddy bear.
AMANDA,Journey to Babel,He's also human.
AMANDA,Journey to Babel,I thought you didn't approve of Starfleet.
AMANDA,Journey to Babel,"Sarek, you're proud of him, aren't you?"
AMANDA,Journey to Babel,You're showing almost human pride in your son.
AMANDA,Journey to Babel,"Not really, but it doesn't matter."
AMANDA,Journey to Babel,I love you anyway.
AMANDA,Journey to Babel,I know.
AMANDA,Journey to Babel,It isn't logical.
AMANDA,Journey to Babel,He's been gone for some time.
AMANDA,Journey to Babel,It's his habit to meditate in private before retiring.
AMANDA,Journey to Babel,What's wrong?
AMANDA,Journey to Babel,Spock?
AMANDA,Journey to Babel,"Captain, you're not accusing him?"
AMANDA,Journey to Babel,Sarek.
AMANDA,Journey to Babel,Sarek.
AMANDA,Journey to Babel,What's wrong?
AMANDA,Journey to Babel,No.
AMANDA,Journey to Babel,Why didn't you tell me?
AMANDA,Journey to Babel,Please don't.
AMANDA,Journey to Babel,"What drug, Doctor?"
AMANDA,Journey to Babel,My husband is asleep.
AMANDA,Journey to Babel,What drug?
AMANDA,Journey to Babel,You're going to use it on yourself.
AMANDA,Journey to Babel,A transfusion from you to your father.
AMANDA,Journey to Babel,And I refuse to permit it.
AMANDA,Journey to Babel,I won't risk both of you.
AMANDA,Journey to Babel,"Spock, you must turn command over to somebody else."
AMANDA,Journey to Babel,Any competent officer can command this ship.
AMANDA,Journey to Babel,Only you can give your father the blood transfusions that he needs to live.
AMANDA,Journey to Babel,Duty?
AMANDA,Journey to Babel,Your duty is to your father.
AMANDA,Journey to Babel,"Well, I don't."
AMANDA,Journey to Babel,It's not human.
AMANDA,Journey to Babel,That's not a dirty word.
AMANDA,Journey to Babel,"You're human, too."
AMANDA,Journey to Babel,Let that part of you come through.
AMANDA,Journey to Babel,Your father's dying.
AMANDA,Journey to Babel,"If this is what it means, I don't want to know."
AMANDA,Journey to Babel,Nothing is as important as your father's life.
AMANDA,Journey to Babel,"When you were five years old and came home stiff-lipped, anguished, because the other boys tormented you saying that you weren't really Vulcan."
AMANDA,Journey to Babel,"I watched you, knowing that inside that the human part of you was crying and I cried, too."
AMANDA,Journey to Babel,"There must be some part of me in you, some part that I still can reach."
AMANDA,Journey to Babel,"If being Vulcan is more important to you, then you'll stand there speaking rules and regulations from Starfleet and Vulcan philosophy, and let your father die."
AMANDA,Journey to Babel,And I'll hate you for the rest of my life.
AMANDA,Journey to Babel,"Oh, go to him."
AMANDA,Journey to Babel,Now.
AMANDA,Journey to Babel,Please.
AMANDA,Journey to Babel,"Captain, come in."
AMANDA,Journey to Babel,"And you, Sarek."
AMANDA,Journey to Babel,Would you also say thank you to your son?
AMANDA,Journey to Babel,For saving your life.
AMANDA,Journey to Babel,"Logic, logic!"
AMANDA,Journey to Babel,I'm sick to death of logic.
AMANDA,Journey to Babel,Do you want to know how I feel about your logic?
UHURA,Journey to Babel,Bridge to Captain Kirk.
UHURA,Journey to Babel,"Captain, I've picked up some sort of signal."
UHURA,Journey to Babel,Just a few symbols.
UHURA,Journey to Babel,Nothing intelligible.
UHURA,Journey to Babel,"That's what bothers me, sir."
UHURA,Journey to Babel,Impossible to locate.
UHURA,Journey to Babel,There wasn't enough of it.
UHURA,Journey to Babel,"Sensors show nothing in the area, but it was a strong signal, as though it was very close."
UHURA,Journey to Babel,I've tried all frequencies and hooked in the universal translator.
UHURA,Journey to Babel,"No response, sir."
UHURA,Journey to Babel,"Captain, Starfleet acknowledges report on our situation and confirms no authorised Federation vessel in this quadrant."
UHURA,Journey to Babel,Captain?
UHURA,Journey to Babel,I picked up the last part of a transmission.
UHURA,Journey to Babel,Just like that other one.
UHURA,Journey to Babel,I put the recorder and the directional locator on it immediately.
UHURA,Journey to Babel,"Sir, the directional locator indicates reception point somewhere within the body of this ship."
UHURA,Journey to Babel,"Yes, sir."
UHURA,Journey to Babel,"None, sir."
UHURA,Journey to Babel,"Captain, I'm picking up the alien signal again, but it's coming from inside the Enterprise."
UHURA,Journey to Babel,"From the brig, sir."
UHURA,Journey to Babel,"Captain, the intercoms are jammed."
UHURA,Journey to Babel,All the ambassadors are asking what's going on.
UHURA,Journey to Babel,"Aye, sir."
UHURA,Journey to Babel,"Damage reports coming in, Captain."
UHURA,Journey to Babel,Every deck.
UHURA,Journey to Babel,"Aye, sir."
GAV,Journey to Babel,"(a stout chap with a porcine nose) Sarek of Vulcan, do you vote to admit Coridan to the Federation?"
GAV,Journey to Babel,No!
GAV,Journey to Babel,You!
GAV,Journey to Babel,"How do you vote, Sarek of Vulcan?"
GAV,Journey to Babel,"In council, his vote carries others."
GAV,Journey to Babel,I will know where he stands and why.
GAV,Journey to Babel,No.
GAV,Journey to Babel,You
GAV,Journey to Babel,You will excuse me.
GAV,Journey to Babel,(stalks away)
GAV,Journey to Babel,"Vulcan, I would speak to you."
GAV,Journey to Babel,How do you vote on the Coridan admission?
GAV,Journey to Babel,You favour?
GAV,Journey to Babel,Why?
GAV,Journey to Babel,That's well for you.
GAV,Journey to Babel,Vulcan has no mining interest.
GAV,Journey to Babel,Illegal?
GAV,Journey to Babel,You accuse us?
GAV,Journey to Babel,You call us thieves?
GAV,Journey to Babel,Understood.
GAV,Journey to Babel,"There will be payment for your slander, Sarek."
SHRAS,Journey to Babel,"(thin and blue, with two antennae) Why must you know, Tellarite?"
SHRAS,Journey to Babel,"My apologies, Captain."
SHRAS,Journey to Babel,"Have you met Gav before, Ambassador?"
SHRAS,Journey to Babel,"He is Thelev, a minor member of my staff."
SHRAS,Journey to Babel,I know nothing of him except that he has served adequately.
SHRAS,Journey to Babel,"My people are a violent race, but we've no quarrel with Captain Kirk."
SHRAS,Journey to Babel,You suggest a plot.
SHRAS,Journey to Babel,How could it profit us to harm the captain?
SHRAS,Journey to Babel,Perhaps you should forget logic and devote yourself to motivations of passion or gain.
SHRAS,Journey to Babel,Those are reasons for murder.
JOSEPH,Journey to Babel,Security to Captain Kirk.
JOSEPH,Journey to Babel,"Lieutenant Joseph, sir."
JOSEPH,Journey to Babel,"I'm on deck eleven, section A3."
JOSEPH,Journey to Babel,I've just found one of the Tellarites murdered.
JOSEPH,Journey to Babel,"I think it's the ambassador himself, sir."
JOSEPH,Journey to Babel,Security here.
JOSEPH,Journey to Babel,We had to stun the Andorian.
JOSEPH,Journey to Babel,He had some sort of transceiver.
JOSEPH,Journey to Babel,It was hidden in his antenna.
CHAPEL,Journey to Babel,Doctor?
CHAPEL,Journey to Babel,I've checked the blood bank.
CHAPEL,Journey to Babel,There isn't enough Vulcan blood and plasma to even begin such an operation of this type.
CHAPEL,Journey to Babel,We've run a number of blood tests on Mister Spock.
CHAPEL,Journey to Babel,It isn't true Vulcan blood either.
CHAPEL,Journey to Babel,It has human blood elements in it.
CHAPEL,Journey to Babel,Already pulled.
CHAPEL,Journey to Babel,"You're perfectly healthy, Mister Spock."
CHAPEL,Journey to Babel,"(monitoring Sarek) Doctor, the K2 factor is dropping."
CHAPEL,Journey to Babel,Doctor McCoy?
CHAPEL,Journey to Babel,The one who hit you?
CHAPEL,Journey to Babel,Mister Spock's blood reproduction rate is up over two hundred percent.
CHAPEL,Journey to Babel,Sarek's heartbeat has risen to three hundred and twenty four.
CHAPEL,Journey to Babel,"Blood pressure ninety over forty, dropping."
CHAPEL,Journey to Babel,Mister Spock.
CHAPEL,Journey to Babel,"Doctor, his heart's stopped."
CHAPEL,Journey to Babel,The systems are off.
THELEV,Journey to Babel,"That was intended from the beginning, Captain."
THELEV,Journey to Babel,"Find your own answers, Captain."
THELEV,Journey to Babel,You haven't long to live.
THELEV,Journey to Babel,"Speculation, Captain."
THELEV,Journey to Babel,What are you doing?
THELEV,Journey to Babel,You're baiting him.
THELEV,Journey to Babel,You're trying to lure him in.
THELEV,Journey to Babel,"They could not surrender, Captain."
THELEV,Journey to Babel,They had orders to self-destruct.
THELEV,Journey to Babel,"Only temporarily, Captain."
THELEV,Journey to Babel,"You see, I had orders to self-destruct, too."
THELEV,Journey to Babel,Slow poison.
THELEV,Journey to Babel,"Quite painless, actually, but there's no known antidote."
THELEV,Journey to Babel,I anticipate another ten minutes of life.
THELEV,Journey to Babel,I seem to have miscalculated.
MCCOY,A Private Little War,"Yes, Jim."
MCCOY,A Private Little War,"Oh, about another thirty minutes."
MCCOY,A Private Little War,I've come across some most interesting organic compounds.
MCCOY,A Private Little War,"Hey, Starfleet was right."
MCCOY,A Private Little War,These roots and soil cultures can be a medical treasure house.
MCCOY,A Private Little War,Any problems there?
MCCOY,A Private Little War,"Enterprise, alert!"
MCCOY,A Private Little War,Stand by to beam up landing party.
MCCOY,A Private Little War,"Now, Scotty."
MCCOY,A Private Little War,Have medics stand by.
MCCOY,A Private Little War,Pressure packet.
MCCOY,A Private Little War,"Lucky his heart's where his liver should be, or he'd be dead now."
MCCOY,A Private Little War,Coranalin.
MCCOY,A Private Little War,"I don't know yet, Jim."
MCCOY,A Private Little War,McCoy here.
MCCOY,A Private Little War,I'll call you soon as I know anything.
MCCOY,A Private Little War,Sickbay out.
MCCOY,A Private Little War,Agreed.
MCCOY,A Private Little War,Sterilite off.
MCCOY,A Private Little War,"He'll live or die now, Jim."
MCCOY,A Private Little War,I don't know which.
MCCOY,A Private Little War,Doctor M'Benga interned on a Vulcan ward.
MCCOY,A Private Little War,He couldn't be in better hands.
MCCOY,A Private Little War,I can't leave Spock at this time.
MCCOY,A Private Little War,And if that's not it?
MCCOY,A Private Little War,"I appreciate the compliment, Jim, but"
MCCOY,A Private Little War,"Want to think about it again, Jim?"
MCCOY,A Private Little War,Starfleet's orders about this planet state no interference with
MCCOY,A Private Little War,I read it.
MCCOY,A Private Little War,Inhabitants superior in many ways to humans.
MCCOY,A Private Little War,"Left alone, they undoubtedly someday will develop a remarkably advanced and peaceful culture."
MCCOY,A Private Little War,Do I have a choice?
MCCOY,A Private Little War,"Enterprise, McCoy."
MCCOY,A Private Little War,Emergency.
MCCOY,A Private Little War,Come in.
MCCOY,A Private Little War,"Enterprise, come in."
MCCOY,A Private Little War,McCoy!
MCCOY,A Private Little War,Emergency!
MCCOY,A Private Little War,"(giving an injection) Jim, there is no antitoxin for this poison."
MCCOY,A Private Little War,I can only keep you alive a few hours with this.
MCCOY,A Private Little War,Are you hill people?
MCCOY,A Private Little War,Do you know a hunter named Tyree?
MCCOY,A Private Little War,A mugato attacked him.
MCCOY,A Private Little War,He's James Kirk.
MCCOY,A Private Little War,He's a friend of Tyree's.
MCCOY,A Private Little War,Blast it!
MCCOY,A Private Little War,Do something!
MCCOY,A Private Little War,He's dying!
MCCOY,A Private Little War,"Medical log, stardate 4211.8."
MCCOY,A Private Little War,Kirk is right about the people here.
MCCOY,A Private Little War,"Despite their fear and our strangeness, they're compassionate and gentle."
MCCOY,A Private Little War,I've learned the hunter Tyree is now their leader.
MCCOY,A Private Little War,"He is expected to return shortly with his wife, who they say knows how to cure this poison."
MCCOY,A Private Little War,My problem.
MCCOY,A Private Little War,The captain is in deep shock.
MCCOY,A Private Little War,I must keep him warm and alive until then.
MCCOY,A Private Little War,You and your Garden of Eden.
MCCOY,A Private Little War,What's that?
MCCOY,A Private Little War,A plant?
MCCOY,A Private Little War,It moves.
MCCOY,A Private Little War,"How do you feel, Jim?"
MCCOY,A Private Little War,I want to thank you for saving his life.
MCCOY,A Private Little War,(Nona's hand is healed too) I would like to learn more about this.
MCCOY,A Private Little War,He is hers?
MCCOY,A Private Little War,Jim.
MCCOY,A Private Little War,Have you seen any strangers among the villagers?
MCCOY,A Private Little War,Many ways?
MCCOY,A Private Little War,What else does she know about us?
MCCOY,A Private Little War,A splendid custom if not carried to extremes.
MCCOY,A Private Little War,"What's bothering you, Jim?"
MCCOY,A Private Little War,"If we find the Klingons have helped the villagers, there's certainly something we can do."
MCCOY,A Private Little War,"Jim, this man believes in the same thing we believe in."
MCCOY,A Private Little War,That killing is stupid and useless.
MCCOY,A Private Little War,Jim.
MCCOY,A Private Little War,"Coal for forge, sulphur for gun powder."
MCCOY,A Private Little War,(scanning) This pig iron is almost carbon-free.
MCCOY,A Private Little War,That village furnace certainly didn't produce it.
MCCOY,A Private Little War,People's exhibit number two.
MCCOY,A Private Little War,Cold-rolled gun barrel rod fashioned to look homemade.
MCCOY,A Private Little War,"You were right about the Klingons, Jim."
MCCOY,A Private Little War,KIRK: Make recorder and scanner tapes of everything.
MCCOY,A Private Little War,Right.
MCCOY,A Private Little War,It's a pity we can't include a live Klingon.
MCCOY,A Private Little War,That'd just about wrap it
MCCOY,A Private Little War,"Jim, I want to talk to you."
MCCOY,A Private Little War,Do I have to say it?
MCCOY,A Private Little War,It's not bad enough there's one serpent in Eden teaching one side about gun powder.
MCCOY,A Private Little War,You want to make sure they all know about it!
MCCOY,A Private Little War,Have you gone out of your mind?
MCCOY,A Private Little War,"Yes, maybe you have."
MCCOY,A Private Little War,"Tyree's wife, she said there was something in that root."
MCCOY,A Private Little War,She said now you can refuse her nothing.
MCCOY,A Private Little War,Is it a coincidence this is exactly what she wants?
MCCOY,A Private Little War,"Jim, that means you're condemning this whole planet to a war that may never end."
MCCOY,A Private Little War,"It could go on for year after year, massacre after massacre."
MCCOY,A Private Little War,I don't have a solution.
MCCOY,A Private Little War,But furnishing them firearms is certainly not the answer.
MCCOY,A Private Little War,"Yes, I remember."
MCCOY,A Private Little War,It went on bloody year after bloody year.
MCCOY,A Private Little War,And if the Klingons give their side even more?
MCCOY,A Private Little War,And what about your friend Tyree?
MCCOY,A Private Little War,Will he understand this balance of power?
MCCOY,A Private Little War,"Well, Jim, here's another morsel of agony for you."
MCCOY,A Private Little War,"Since Tyree won't fight, he will be one of the first to die."
MCCOY,A Private Little War,Where's Captain Kirk?
MCCOY,A Private Little War,"Tyree, the firestick."
MCCOY,A Private Little War,Where is it?
MCCOY,A Private Little War,That's a fine thing to leave lying around.
MCCOY,A Private Little War,Show us where it is.
MCCOY,A Private Little War,Jim?
MCCOY,A Private Little War,Jim.
MCCOY,A Private Little War,Who hit you?
MCCOY,A Private Little War,She's dead.
MCCOY,A Private Little War,Here.
MCCOY,A Private Little War,"Well, you got what you wanted."
MCCOY,A Private Little War,"Spock, are you alive?"
MCCOY,A Private Little War,"Well, I don't know why I was worried."
MCCOY,A Private Little War,You can't kill a computer.
KIRK,A Private Little War,"How much longer, McCoy?"
KIRK,A Private Little War,No sign of the inhabitants so far.
KIRK,A Private Little War,Kirk out.
KIRK,A Private Little War,"Yes, the mugato."
KIRK,A Private Little War,"No problem, though."
KIRK,A Private Little War,Those prints are several days old.
KIRK,A Private Little War,They seldom stay in one place.
KIRK,A Private Little War,Or so it seemed to the brash young Lieutenant Kirk on his first planet survey.
KIRK,A Private Little War,Except these people stayed in their Garden of Eden.
KIRK,A Private Little War,"Bows and arrows for hunting, but absolutely no fighting among themselves."
KIRK,A Private Little War,Remarkably peaceful and tranquil.
KIRK,A Private Little War,Villagers with flintlocks?
KIRK,A Private Little War,That's impossible.
KIRK,A Private Little War,They hadn't progressed nearly that far.
KIRK,A Private Little War,One of those men walking into ambush is Tyree.
KIRK,A Private Little War,The friend I lived with here.
KIRK,A Private Little War,(He draws his phaser.)
KIRK,A Private Little War,Spock?
KIRK,A Private Little War,Your phaser.
KIRK,A Private Little War,"(it is missing, so Kirk prepares to use his to defend his friend.)"
KIRK,A Private Little War,"Beam us up, quickly."
KIRK,A Private Little War,Lead projectile.
KIRK,A Private Little War,Primitive firearm.
KIRK,A Private Little War,"Bones, can you save him?"
KIRK,A Private Little War,Kirk here.
KIRK,A Private Little War,On my way.
KIRK,A Private Little War,Scotty.
KIRK,A Private Little War,Bones?
KIRK,A Private Little War,Good.
KIRK,A Private Little War,Go to Yellow Alert.
KIRK,A Private Little War,"Do you think you can keep us out of their sight, Chekov?"
KIRK,A Private Little War,"No point in giving ourselves away, Lieutenant."
KIRK,A Private Little War,Not until we find out what's going on.
KIRK,A Private Little War,Kirk to Sickbay.
KIRK,A Private Little War,"So, they've broken the treaty."
KIRK,A Private Little War,Research is not the Klingon way.
KIRK,A Private Little War,"When I left there thirteen years ago, those villagers had barely learned to forge iron."
KIRK,A Private Little War,Spock was shot with a flintlock.
KIRK,A Private Little War,How many centuries between those two developments?
KIRK,A Private Little War,"Yes, I'm aware of that, Mister Scott."
KIRK,A Private Little War,I did not invite a debate.
KIRK,A Private Little War,I'm sorry.
KIRK,A Private Little War,I'm worried about Spock and concerned about what's happened to something I once knew down there.
KIRK,A Private Little War,"You have the conn, Scotty."
KIRK,A Private Little War,I'll be in Sickbay.
KIRK,A Private Little War,Then you and I are transporting down.
KIRK,A Private Little War,You just indicated you could.
KIRK,A Private Little War,There are Klingons here.
KIRK,A Private Little War,"If their mission is a legitimate research interest in the planet's organic potential, then you're the one man who can tell me."
KIRK,A Private Little War,Then I need help.
KIRK,A Private Little War,Advice I can trust as much as Spock's.
KIRK,A Private Little War,"Bones, I'm as worried about Spock as you are, but if the Klingons are breaking the treaty it could be interstellar war."
KIRK,A Private Little War,Kirk to Bridge.
KIRK,A Private Little War,McCoy and I are transporting back down.
KIRK,A Private Little War,Inform ship's stores that we'll need native costumes.
KIRK,A Private Little War,I understand.
KIRK,A Private Little War,We'll arrange a rendezvous schedule.
KIRK,A Private Little War,Kirk out.
KIRK,A Private Little War,Perfect.
KIRK,A Private Little War,Tyree's camp's a quarter of a mile away.
KIRK,A Private Little War,No interference with normal social development.
KIRK,A Private Little War,"I'm not only aware of it, it was my survey thirteen years ago that recommended it."
KIRK,A Private Little War,Indeed.
KIRK,A Private Little War,And I intend to see that they have that chance.
KIRK,A Private Little War,You coming with me?
KIRK,A Private Little War,(shaking) Contact ship.
KIRK,A Private Little War,Took full poison.
KIRK,A Private Little War,Fangs.
KIRK,A Private Little War,They left.
KIRK,A Private Little War,Out of orbit.
KIRK,A Private Little War,Tyree.
KIRK,A Private Little War,Some of his men.
KIRK,A Private Little War,Cure.
KIRK,A Private Little War,Bones.
KIRK,A Private Little War,I had the strangest dream.
KIRK,A Private Little War,Tired.
KIRK,A Private Little War,Very tired.
KIRK,A Private Little War,"You did a fine job, Bones."
KIRK,A Private Little War,I think I'll sleep.
KIRK,A Private Little War,Bones.
KIRK,A Private Little War,What are you doing here?
KIRK,A Private Little War,(their voices wake Tyree) Tyree.
KIRK,A Private Little War,My old friend.
KIRK,A Private Little War,What am I doing here?
KIRK,A Private Little War,A mugato bite!
KIRK,A Private Little War,I remember.
KIRK,A Private Little War,I told him to take me to Tyree's camp.
KIRK,A Private Little War,I knew you'd find a kahn-ut-tu to cure me.
KIRK,A Private Little War,The kahn-ut-tu is the local witch people here.
KIRK,A Private Little War,They've studied (Nona gets up and stands in front of him) They've studied the roots and the herbs.
KIRK,A Private Little War,"Yes, of course."
KIRK,A Private Little War,I should've guessed.
KIRK,A Private Little War,Congratulations.
KIRK,A Private Little War,"Tyree, we must talk now."
KIRK,A Private Little War,"The villagers, their new weapons."
KIRK,A Private Little War,I want to hear all about that.
KIRK,A Private Little War,We must make plans.
KIRK,A Private Little War,You say they make the firesticks themselves?
KIRK,A Private Little War,How can you be sure?
KIRK,A Private Little War,Can you take us to their village while it's still dark?
KIRK,A Private Little War,(showing his phaser) You've seen how these work.
KIRK,A Private Little War,We're simply strangers from
KIRK,A Private Little War,I am grateful.
KIRK,A Private Little War,"We once were as you are, Spears, arrows."
KIRK,A Private Little War,"There came a time when our weapons grew faster than our wisdom, and we almost destroyed ourselves."
KIRK,A Private Little War,"We learned from this to make a rule during all our travels, Never to cause the same to happen to other worlds."
KIRK,A Private Little War,Just as a man must grow in his own way and in his own time.
KIRK,A Private Little War,Perhaps not as fast or in the way another thinks he should.
KIRK,A Private Little War,But we're wise enough to know that we are wise enough not to interfere with the way of a man or another world.
KIRK,A Private Little War,That's what's bothering me.
KIRK,A Private Little War,The something we may have to do.
KIRK,A Private Little War,"Tyree, supposing you had to fight?"
KIRK,A Private Little War,What then?
KIRK,A Private Little War,Tyree?
KIRK,A Private Little War,The gun.
KIRK,A Private Little War,Ammunition.
KIRK,A Private Little War,Doctor.
KIRK,A Private Little War,Let's take a look inside.
KIRK,A Private Little War,"Well, here's your forge."
KIRK,A Private Little War,People's exhibit number one.
KIRK,A Private Little War,A chrome steel drill point.
KIRK,A Private Little War,Bones!
KIRK,A Private Little War,(to Tyree) Move!
KIRK,A Private Little War,Fast!
KIRK,A Private Little War,"Men, this is the pan."
KIRK,A Private Little War,This is the hammer.
KIRK,A Private Little War,"The hammer striking the pan causes a spark, ignites the powder, and fires the flintlock."
KIRK,A Private Little War,Now aim it as I showed you.
KIRK,A Private Little War,Hold your breath and squeeze the trigger gently.
KIRK,A Private Little War,(Tyree shoots the clay pot target) Well done.
KIRK,A Private Little War,"Very, very, very good."
KIRK,A Private Little War,"Not here, Bones."
KIRK,A Private Little War,In the cave.
KIRK,A Private Little War,"Yutan, your turn."
KIRK,A Private Little War,Exactly.
KIRK,A Private Little War,Each side receives the same knowledge and the same type of firearm.
KIRK,A Private Little War,Superstition.
KIRK,A Private Little War,Is it?
KIRK,A Private Little War,She wants superior weapons.
KIRK,A Private Little War,That's the one thing neither side can have.
KIRK,A Private Little War,Bones.
KIRK,A Private Little War,"Bones, the normal development of this planet was the status quo between the hill people and the villagers."
KIRK,A Private Little War,The Klingons changed that with the flintlocks.
KIRK,A Private Little War,"If this planet is to develop the way it should, we must equalize both sides again."
KIRK,A Private Little War,"All right, Doctor!"
KIRK,A Private Little War,All right.
KIRK,A Private Little War,Say I'm wrong.
KIRK,A Private Little War,Say I'm drugged.
KIRK,A Private Little War,Say the woman drugged me.
KIRK,A Private Little War,"What is your sober, sensible solution to all this?"
KIRK,A Private Little War,"Bones, do you remember the twentieth century brush wars on the Asian continent?"
KIRK,A Private Little War,"Two giant powers involved, much like the Klingons and ourselves."
KIRK,A Private Little War,Neither side felt could pull out.
KIRK,A Private Little War,"What would you have suggested, that one side arm its friends with an overpowering weapon?"
KIRK,A Private Little War,Mankind would never have lived to travel space if they had.
KIRK,A Private Little War,No.
KIRK,A Private Little War,The only solution is what happened back then.
KIRK,A Private Little War,Balance of power.
KIRK,A Private Little War,Then we arm our side with exactly that much more.
KIRK,A Private Little War,A balance of power.
KIRK,A Private Little War,"The trickiest, most difficult, dirtiest game of them all, but the only one that preserves both sides."
KIRK,A Private Little War,No.
KIRK,A Private Little War,Probably not.
KIRK,A Private Little War,But I'm going to have to try and make him understand.
KIRK,A Private Little War,I never had a more difficult task.
KIRK,A Private Little War,"Well, war isn't a good life, but it's life."
KIRK,A Private Little War,His wife is the only way to reach him.
KIRK,A Private Little War,"If I tell her we're going to supply guns, maybe she'll convince him."
KIRK,A Private Little War,(Kirk finds Nona near a stream which is running over a rock.
KIRK,A Private Little War,She has been bathing.
KIRK,A Private Little War,Nona.
KIRK,A Private Little War,Pardon me.
KIRK,A Private Little War,Oh?
KIRK,A Private Little War,I thought it was my idea.
KIRK,A Private Little War,Nona
KIRK,A Private Little War,I'd like to talk to you.
KIRK,A Private Little War,I would like
KIRK,A Private Little War,I feel dizzy.
KIRK,A Private Little War,"Yes, you are lovely."
KIRK,A Private Little War,You're beautiful.
KIRK,A Private Little War,Nona.
KIRK,A Private Little War,"No, no."
KIRK,A Private Little War,I'm all right.
KIRK,A Private Little War,My phaser.
KIRK,A Private Little War,She took it.
KIRK,A Private Little War,Tomorrow in the palm of her hands.
KIRK,A Private Little War,"Not what I wanted, Bones."
KIRK,A Private Little War,What had to be.
KIRK,A Private Little War,(McCoy hands him a communicator from his bag) Kirk here.
KIRK,A Private Little War,"Spock, ask Scotty how long it would take him to reproduce a hundred flintlocks."
KIRK,A Private Little War,A hundred serpents.
KIRK,A Private Little War,Serpents for the Garden of Eden.
KIRK,A Private Little War,"We're very tired, Mister Spock."
KIRK,A Private Little War,Beam us up home.
SPOCK,A Private Little War,Large prints.
SPOCK,A Private Little War,The ape-like carnivore in the reports?
SPOCK,A Private Little War,"Aside from that, you say it's a Garden of Eden?"
SPOCK,A Private Little War,Class M in all respects.
SPOCK,A Private Little War,Quite Earth-like.
SPOCK,A Private Little War,"Bows and arrows, Captain?"
SPOCK,A Private Little War,"Captain, look."
SPOCK,A Private Little War,"Captain, use of our phasers is expressly forbidden."
SPOCK,A Private Little War,"No, Captain."
SPOCK,A Private Little War,I can travel.
SPOCK,A Private Little War,Nurse.
SPOCK,A Private Little War,Hit me.
SPOCK,A Private Little War,The pain will help me to consciousness.
SPOCK,A Private Little War,Hit me.
SPOCK,A Private Little War,"Blast you, strike me!"
SPOCK,A Private Little War,"If I don't regain consciousness soon, it may be too late."
SPOCK,A Private Little War,Hit me.
SPOCK,A Private Little War,(she slaps his face) Harder!
SPOCK,A Private Little War,Again.
SPOCK,A Private Little War,Continue.
SPOCK,A Private Little War,The pain will help me to consciousness.
SPOCK,A Private Little War,That will be quite enough.
SPOCK,A Private Little War,"Thank you, doctor."
SPOCK,A Private Little War,"She was doing as I requested, Mister Scott."
SPOCK,A Private Little War,A Vulcan form of self-healing.
SPOCK,A Private Little War,"Thank you, nurse."
SPOCK,A Private Little War,I'm quite fully recovered.
SPOCK,A Private Little War,"Position, Mister Scott?"
SPOCK,A Private Little War,The Klingons?
SPOCK,A Private Little War,Stand by to signal the captain.
SPOCK,A Private Little War,"An illogical question, Doctor, since obviously you are hearing my voice."
VOICE,A Private Little War,Ho!
VOICE,A Private Little War,Take cover here!
TYREE,A Private Little War,Villagers!
TYREE,A Private Little War,"Nona, enough."
TYREE,A Private Little War,In time the villagers will return to their ways of friendship.
TYREE,A Private Little War,I took you because you cast a spell upon me.
TYREE,A Private Little War,The night of madness.
TYREE,A Private Little War,"No, Nona."
TYREE,A Private Little War,No!
TYREE,A Private Little War,It brought up evil beasts from my soul.
TYREE,A Private Little War,"Nona, where's Kirk?"
TYREE,A Private Little War,The cave?
TYREE,A Private Little War,You must.
TYREE,A Private Little War,He is the one I told you of.
TYREE,A Private Little War,The friend of my younger days.
TYREE,A Private Little War,I gave him my promise of silence.
TYREE,A Private Little War,He was made my brother.
TYREE,A Private Little War,Nona
TYREE,A Private Little War,I am Tyree.
TYREE,A Private Little War,It is Kirk.
TYREE,A Private Little War,She will cure him.
TYREE,A Private Little War,She must sleep also.
TYREE,A Private Little War,"When a man and woman are joined in this manner, he can refuse her no wish."
TYREE,A Private Little War,But it is only legend.
TYREE,A Private Little War,"Yes, James!"
TYREE,A Private Little War,"James, it's good to see you."
TYREE,A Private Little War,"My wife, Nona."
TYREE,A Private Little War,"Much has happened since you left, James."
TYREE,A Private Little War,"Come, we'll speak of it."
TYREE,A Private Little War,Come.
TYREE,A Private Little War,"(the men leave, but he stops Nona from following.)"
TYREE,A Private Little War,We will speak of it.
TYREE,A Private Little War,The firesticks first appeared nearly a year ago.
TYREE,A Private Little War,"Since that time, many of my people have died."
TYREE,A Private Little War,I've looked into their village.
TYREE,A Private Little War,I have seen it being done.
TYREE,A Private Little War,Strangers?
TYREE,A Private Little War,No.
TYREE,A Private Little War,"Yes, but the mugatos travel at night also."
TYREE,A Private Little War,You killed one.
TYREE,A Private Little War,Its mate will not be far.
TYREE,A Private Little War,You will not speak of this to others.
TYREE,A Private Little War,No!
TYREE,A Private Little War,I said I will not kill!
TYREE,A Private Little War,You will help in ways she does not understand.
TYREE,A Private Little War,"I have faith in our friendship, James."
TYREE,A Private Little War,"Come, before we lose the darkness."
TYREE,A Private Little War,(leaves)
TYREE,A Private Little War,The guard.
TYREE,A Private Little War,We must wait.
TYREE,A Private Little War,Now.
TYREE,A Private Little War,Come.
TYREE,A Private Little War,There!
TYREE,A Private Little War,I left it there.
TYREE,A Private Little War,I do not want it.
TYREE,A Private Little War,Nona!
